,REF_NO,subscribed
188,,0.18303353923853904
189,,0.00019166666666666665
190,,0.0008484943977591036
191,,0.0026666666666666666
192,,0.08050050323785725
193,,0.039242454329736165
194,,0.14936866630815412
195,,0.0
196,,0.11166648031073947
197,,0.2500744643654463
198,,0.04136469485141411
199,,0.0
200,,0.04691548002362141
201,,0.029279263781333657
202,,0.15673333241835563
203,,0.04126853470912494
204,,0.0
205,,0.006296224146224145
206,,0.011200169683257918
207,,0.0001
208,,0.09066681603420734
209,,0.04855171059819367
210,,0.0
211,,0.2663616946778711
212,,0.00019696969696969695
213,,0.0
214,,0.04341956462082888
215,,0.13023025250892933
216,,0.0
217,,0.043896613597797035
218,,0.49476770537891185
219,,0.8568892857142858
220,,0.16754166666666664
221,,0.14198867277358662
222,,0.07707037794510606
223,,0.043896613597797035
224,,0.046507033675625815
225,,0.04956409835265757
226,,0.0
227,,0.034839050415596026
228,,0.04956409835265757
229,,0.030857996021425107
230,,0.0008852564102564102
231,,0.017
232,,0.0
233,,0.14038092268786806
234,,0.3970944444444444
235,,0.0
236,,0.04828142209676074
237,,0.13144715366214407
238,,0.08064911013839689
239,,6.521739130434782e-05
240,,0.03661417006542354
241,,0.4923401792651789
242,,0.003167374292374292
243,,0.0005584415584415584
244,,0.011717715363783443
245,,0.13449575471730346
246,,0.09701928329391474
247,,0.2613666666666667
248,,0.09908304983431139
249,,0.05115108823182944
250,,0.18991115861703817
251,,0.1241269321104817
252,,0.03593353462171712
253,,0.0
254,,0.10202226788799539
255,,0.043896613597797035
256,,0.4124659249548889
257,,0.034715887006877416
258,,0.07721327853834402
259,,0.034715887006877416
260,,0.12757955357336168
261,,0.022049870569084556
262,,0.07187529736309979
263,,0.007919196187075934
264,,0.0759017346600684
265,,0.0
266,,0.0
267,,0.034715887006877416
268,,0.1388755150200944
269,,0.001
270,,0.018916984130808962
271,,0.027073789674106938
272,,0.13449575471730346
273,,0.09263242050575543
274,,0.0
275,,0.004783333333333333
276,,0.07401646485456628
277,,0.034715887006877416
278,,0.03915991456247318
279,,0.13449575471730346
280,,0.22890997482104275
281,,0.0
282,,0.7387819985569982
283,,0.003
284,,0.08939735954365033
285,,0.7996735375735367
286,,0.07503520720878909
287,,0.053646023767632
288,,0.011717715363783443
289,,0.027073789674106938
290,,0.002
291,,0.04344616617897069
292,,0.0
293,,0.2632989177489177
294,,0.08356863734078178
295,,0.08758524168359094
296,,0.0
297,,0.026406147335711207
298,,0.0982874632172219
299,,0.0
300,,0.034715887006877416
301,,0.46109274891774843
302,,0.09428313649183366
303,,0.2762666666666666
304,,0.0982874632172219
305,,0.07401646485456628
306,,0.6875781746031744
307,,0.048238965949160245
308,,0.034715887006877416
309,,0.09878297758423098
310,,0.011025
311,,0.051445804485779845
312,,0.00809099234099234
313,,0.4818622893653433
314,,0.07401646485456628
315,,0.002
316,,0.037760157337788924
317,,0.01986193059343552
318,,0.0782755631588544
319,,0.05115108823182944
320,,0.018916984130808962
321,,0.10332230171789039
322,,0.034715887006877416
323,,0.0
324,,0.03555659618159618
325,,0.08416577712586648
326,,0.0005584415584415584
327,,0.11992142857142864
328,,0.1559972830151723
329,,0.06235175062104642
330,,0.06075886696191435
331,,0.09948105626743425
332,,0.03593353462171712
333,,0.027255419705886567
334,,0.14026971272602157
335,,0.07401646485456628
336,,0.1404841008664541
337,,0.00015384615384615385
338,,0.0015694444444444445
339,,0.0
340,,0.0659082021300027
341,,0.11394500892952009
342,,0.07401646485456628
343,,0.045
344,,0.0
345,,0.034715887006877416
346,,0.005711891899743786
347,,0.07444583042975948
348,,0.2500744643654463
349,,0.20243217539684283
350,,0.021157628481318656
351,,0.12263530828067794
352,,0.09028061605921164
353,,0.051445804485779845
354,,0.9447716117216115
355,,0.0
356,,0.042428850263832724
357,,0.0
358,,0.045855462007218385
359,,0.03915991456247318
360,,0.010338095238095238
361,,0.14038092268786806
362,,0.0
363,,0.045566682587620824
364,,0.0
365,,0.0
366,,0.0
367,,0.18991115861703817
368,,0.03593353462171712
369,,0.029279263781333657
370,,0.0
371,,0.0
372,,0.04956409835265757
373,,0.07187529736309979
374,,0.02889288927043402
375,,0.05117692382955461
376,,0.0005472222222222223
377,,0.15035535824841373
378,,0.0
379,,0.07508148783350321
380,,0.6754864516474954
381,,0.0010604978354978353
382,,0.04113664238021491
383,,0.23760757470800323
384,,0.05115108823182944
385,,0.20453744043222208
386,,0.07320215317517305
387,,0.15862373972592503
388,,0.07227709036999756
389,,0.0
390,,0.1681570984570984
391,,0.12945674603174606
392,,0.07050555555555553
393,,0.620983739249534
394,,0.003167374292374292
395,,0.0
396,,0.013966666666666669
397,,0.11166648031073947
398,,0.049943613291783734
399,,0.001
400,,0.028953104562095697
401,,0.08064911013839689
402,,0.034715887006877416
403,,0.0
404,,0.0
405,,1.0
406,,0.09841440438646354
407,,0.4219252216286435
408,,0.048168287045026875
409,,0.2435385232371691
410,,0.1019860253909574
411,,0.04367434151716468
412,,0.0
413,,0.16849586385836376
414,,0.0
415,,0.06363459867281743
416,,0.07187529736309979
417,,0.03473260144568193
418,,0.034715887006877416
419,,0.039242454329736165
420,,0.23760757470800323
421,,0.0982874632172219
422,,0.04691548002362141
423,,0.07401646485456628
424,,0.2590300506785711
425,,0.13370015467426324
426,,0.002
427,,0.0
428,,0.052
429,,0.09878297758423098
430,,0.012632015236538244
431,,0.869882984744014
432,,0.034632895710530014
433,,0.0018619047619047619
434,,0.1053773946726124
435,,0.039242454329736165
436,,0.0
437,,0.503790800865801
438,,0.018916984130808962
439,,0.00014583333333333332
440,,0.01986193059343552
441,,0.004461198088994966
442,,0.05213704908444433
443,,0.025101876161136034
444,,0.04238222627609038
445,,0.13579472588448702
446,,0.023641213829171507
447,,0.37923615738406713
448,,0.44655137772575987
449,,0.05498501221001221
450,,0.0
451,,0.0
452,,0.07557470441267373
453,,0.04367434151716468
454,,0.14038092268786806
455,,0.19182291343766195
456,,0.07503520720878909
457,,0.45595000000000013
458,,0.053463154009582445
459,,0.00025
460,,0.0017087412587412586
461,,0.0
462,,0.09451316967878942
463,,0.12451132917923155
464,,0.01200587647646471
465,,0.0982874632172219
466,,0.8081417748917751
467,,0.03915991456247318
468,,0.046507033675625815
469,,0.036993136379128294
470,,0.043896613597797035
471,,0.4596799062049061
472,,0.007792135642135642
473,,0.04691548002362141
474,,0.00675
475,,0.14234523809523805
476,,0.0
477,,0.039242454329736165
478,,0.750180371139175
479,,0.0013333333333333333
480,,0.01826406249090219
481,,0.09878297758423098
482,,0.5371214285714286
483,,0.37929641222018007
484,,0.011717715363783443
485,,0.3202892324307959
486,,0.18384836354104772
487,,0.008599404761904763
488,,0.0
489,,0.1559972830151723
490,,0.11373905657036783
491,,0.09451316967878942
492,,0.10780950480118677
493,,0.034715887006877416
494,,0.0
495,,0.10044249328243163
496,,0.0
497,,0.04978338874487098
498,,0.28525432601995915
499,,0.11394500892952009
500,,0.0
501,,0.16324331082074856
502,,0.06059108946608948
503,,0.08939735954365033
504,,0.011717715363783443
505,,0.0
506,,0.5816691832910598
507,,0.0032238312513080316
508,,0.0
509,,0.0
510,,0.018035714285714287
511,,0.05309608677392155
512,,0.14584285714285714
513,,0.0
514,,0.2362512416669611
515,,0.009805555555555555
516,,0.05115108823182944
517,,0.005
518,,0.0
519,,0.053463154009582445
520,,0.0
521,,0.4484546142582906
522,,0.163188431013431
523,,0.051445804485779845
524,,0.015
525,,0.09451316967878942
526,,0.039367990460699144
527,,0.039242454329736165
528,,0.24113759018759
529,,0.17439952153037294
530,,0.07828571428571428
531,,0.0242282484498951
532,,0.1217320256530167
533,,0.04341956462082888
534,,0.0847230211237762
535,,0.07401646485456628
536,,0.005083333333333333
537,,0.011889932289932287
538,,0.00250220537116822
539,,0.07401646485456628
540,,0.13579472588448702
541,,0.07401646485456628
542,,0.0
543,,0.4835859250420253
544,,0.0
545,,0.001856483255137315
546,,0.11486237566837831
547,,0.08939735954365033
548,,0.11518270757020765
549,,0.0
550,,0.0827938134848472
551,,0.12648770474812818
552,,0.10234642857142856
553,,0.16568578643578646
554,,0.0
555,,0.012955231680840128
556,,0.0026516233766233767
557,,0.253
558,,0.0
559,,0.33225528889325384
560,,0.7188581682206688
561,,0.027073789674106938
562,,0.12771751394030834
563,,0.0
564,,0.0036666666666666666
565,,0.1441467976467979
566,,0.011370927341081458
567,,0.0
568,,0.0628272615928107
569,,0.6160011904761905
570,,0.10528262167127558
571,,0.0
572,,0.027073789674106938
573,,0.010166666666666668
574,,0.0
575,,0.0
576,,0.07696764503717791
577,,0.18321318248744722
578,,0.034715887006877416
579,,0.4964800561280821
580,,0.06792972772841194
581,,0.0056285399753503215
582,,0.0008852564102564102
583,,0.09926184729607203
584,,0.08641387337431287
585,,0.045855462007218385
586,,0.11394500892952009
587,,0.07606606872278535
588,,0.11394500892952009
589,,0.11421387089670551
590,,0.034632895710530014
591,,0.24989971139971096
592,,0.0
593,,0.13602468870998302
594,,0.33068840852130316
595,,0.15862373972592503
596,,0.6216642576979263
597,,0.23018185425685433
598,,0.157
599,,0.05917682750397057
600,,0.12747015740777784
601,,0.10202226788799539
602,,0.04855171059819367
603,,0.0
604,,0.036993136379128294
605,,0.09731168886088713
606,,0.19496709494209474
607,,0.0
608,,0.004753917139850136
609,,0.09731168886088713
610,,0.05115108823182944
611,,0.07286621369779803
612,,0.012632015236538244
613,,0.0046500000000000005
614,,0.1650533827283826
615,,0.13370015467426324
616,,0.4804753454258066
617,,0.04855171059819367
618,,0.07187529736309979
619,,0.09878297758423098
620,,0.09701928329391474
621,,0.002852777777777778
622,,0.07444583042975948
623,,0.04855171059819367
624,,0.20243217539684283
625,,0.053646023767632
626,,0.06235175062104642
627,,0.07401646485456628
628,,0.032468932510652665
629,,0.0
630,,0.07401646485456628
631,,0.18137831586024186
632,,0.0
633,,0.03593353462171712
634,,0.0832503368592083
635,,0.00024358974358974357
636,,0.0013818044151867681
637,,0.004519047619047619
638,,0.007121825396825397
639,,0.0
640,,0.023641213829171507
641,,0.0
642,,0.0
643,,0.03370841086704737
644,,0.022897913861848536
645,,0.00013781788351107467
646,,0.35275680272108806
647,,0.14038092268786806
648,,0.0
649,,0.03240340849786737
650,,0.04124544009911656
651,,0.16372181568431562
652,,0.175522619047619
653,,0.018916984130808962
654,,0.13144715366214407
655,,0.08577614143943771
656,,0.011717715363783443
657,,0.0782755631588544
658,,0.33295947385947344
659,,0.07464903775043732
660,,0.07526156086244899
661,,0.0
662,,0.0
663,,0.029279263781333657
664,,0.0
665,,0.07557470441267373
666,,0.108671867638162
667,,0.021157628481318656
668,,0.0
669,,0.05115108823182944
670,,0.0
671,,0.005125
672,,0.10080480457197075
673,,0.0678089469676484
674,,0.0
675,,0.10456083136499052
676,,0.23836776556776548
677,,0.0
678,,0.5033609572489092
679,,0.003271852143513048
680,,0.002
681,,0.16651511544011552
682,,0.039242454329736165
683,,0.07401646485456628
684,,0.1723745622624564
685,,0.154543165963425
686,,0.0
687,,0.034715887006877416
688,,0.0
689,,0.0242282484498951
690,,0.001
691,,0.1241269321104817
692,,0.06802643012143311
693,,0.13492960780361712
694,,0.3792214285714285
695,,0.0
696,,0.05115108823182944
697,,0.0
698,,0.07401646485456628
699,,0.04126853470912494
700,,0.043896613597797035
701,,0.048238965949160245
702,,0.10575726567041471
703,,0.10509700577200583
704,,0.0005845598845598846
705,,0.01923867769156333
706,,0.15862373972592503
707,,0.007651948051948051
708,,0.051722379385204624
709,,0.19603462773413635
710,,0.0002683984167983599
711,,0.9049052669552671
712,,0.15149618265468198
713,,0.19810743876007036
714,,0.047266666666666665
715,,0.14026971272602157
716,,0.018916984130808962
717,,0.49526042846042834
718,,0.3229184878846643
719,,0.1621942723942722
720,,0.03473260144568193
721,,0.26275774005687824
722,,0.07508148783350321
723,,0.03555659618159618
724,,0.021414788220260016
725,,0.07464903775043732
726,,0.10528262167127558
727,,0.05736093607106532
728,,0.12263530828067794
729,,0.012632015236538244
730,,0.027073789674106938
731,,0.05825648143098052
732,,0.0
733,,0.2831765845265845
734,,0.03370841086704737
735,,8e-05
736,,0.01647857142857143
737,,0.4198690004440001
738,,0.06913240093240099
739,,0.64601746031746
740,,0.05115108823182944
741,,0.01986193059343552
742,,0.025101876161136034
743,,0.0
744,,0.06190503247503575
745,,0.09753333333333333
746,,0.1241269321104817
747,,0.0
748,,0.0
749,,0.4418815896607693
750,,0.12648770474812818
751,,0.13449575471730346
752,,0.30564325396825365
753,,0.45651747304982604
754,,0.09263242050575543
755,,0.017166666666666663
756,,0.09451316967878942
757,,0.045855462007218385
758,,0.07696764503717791
759,,0.0
760,,0.00039776397515527953
761,,0.03637038905574273
762,,0.39724180655945374
763,,0.8171968253968258
764,,0.004187565308254964
765,,0.13144715366214407
766,,0.07761896087863944
767,,0.4558118959615711
768,,0.869882984744014
769,,0.03637038905574273
770,,0.0
771,,0.8680622433122431
772,,0.04855171059819367
773,,0.07401646485456628
774,,0.0
775,,0.01657748917748917
776,,0.0
777,,0.5271380952380952
778,,0.2076141747141747
779,,0.07165963159830442
780,,0.08813242035742033
781,,0.10575726567041471
782,,0.025
783,,0.1404841008664541
784,,0.2522304112554116
785,,0.0
786,,0.11548944934657629
787,,0.04956409835265757
788,,0.029813095238095243
789,,0.014500730477904749
790,,0.03915991456247318
791,,0.2553772022234391
792,,0.11057936507936506
793,,0.14026971272602157
794,,0.07401646485456628
795,,0.0
796,,0.008599404761904763
797,,0.0
798,,0.2522304112554116
799,,0.076705772005772
800,,0.0
801,,0.053463154009582445
802,,0.011717715363783443
803,,0.0827938134848472
804,,0.21036222598546037
805,,0.03909186186233387
806,,0.2949179149948924
807,,0.043896613597797035
808,,0.043896613597797035
809,,0.04344616617897069
810,,0.0007119731800766285
811,,0.22299472790281655
812,,0.0
813,,0.7188581682206688
814,,0.051445804485779845
815,,0.07555607170607172
816,,0.6232713432326333
817,,0.04828142209676074
818,,0.08485610757549776
819,,0.08641387337431287
820,,0.05115108823182944
821,,0.11373905657036783
822,,0.03475000000000001
823,,0.0031243216036414565
824,,0.9447716117216115
825,,0.008423128930752768
826,,0.4964800561280821
827,,0.0
828,,0.010160824757207093
829,,0.2130132034632034
830,,0.21655952380952373
831,,0.7061627344877341
832,,0.0005614145877786851
833,,0.0659082021300027
834,,0.0
835,,0.06970965870989015
836,,0.06626710877966835
837,,0.0
838,,0.07721327853834402
839,,0.07401646485456628
840,,0.022528532187452724
841,,0.11394500892952009
842,,0.07827858222497186
843,,0.11190413109851977
844,,0.0
845,,0.16449618437118438
846,,0.8142935181422426
847,,0.0
848,,0.1741587824620424
849,,0.0
850,,0.07464903775043732
851,,0.043896613597797035
852,,0.08859005112534524
853,,0.08652233207968502
854,,0.028123704069221628
855,,0.0242282484498951
856,,0.5126958874458872
857,,0.16794254356754354
858,,0.4767854062604061
859,,0.0008621553884711779
860,,0.7885923742923742
861,,0.6326140478344237
862,,0.16528602288239028
863,,0.0028287752452226134
864,,0.9221738095238093
865,,0.0
866,,0.14127197463209734
867,,0.42779868379515057
868,,0.001
869,,0.3427523809523808
870,,0.06075886696191435
871,,0.07354520375969846
872,,0.025101876161136034
873,,0.13144715366214407
874,,0.0
875,,0.04743959876345303
876,,0.023717737206782104
877,,0.05353873438815463
878,,0.03802063492063491
879,,0.08356863734078178
880,,0.0643824678460516
881,,0.0024453245181920314
882,,0.049943613291783734
883,,0.0002683984167983599
884,,0.14026971272602157
885,,0.0664928772809578
886,,0.08542023941197449
887,,0.07827858222497186
888,,0.034715887006877416
889,,0.10471666666666667
890,,0.11376712800522905
891,,0.06190503247503575
892,,0.12451132917923155
893,,0.0029678590721974214
894,,0.18991115861703817
895,,0.03088986291486292
896,,0.04743959876345303
897,,0.04344616617897069
898,,6.339522546419099e-05
899,,0.07827858222497186
900,,0.04341956462082888
901,,0.31682341269841274
902,,0.025256120058145308
903,,0.08705146132602622
904,,0.05115108823182944
905,,0.0949283844293482
906,,0.034715887006877416
907,,0.018421825396825395
908,,0.08021837058150859
909,,0.0
910,,0.10044249328243163
911,,0.8688408730158732
912,,0.07286621369779803
913,,0.0035318181818181815
914,,0.6546365799233438
915,,0.11486237566837831
916,,0.649
917,,0.053646023767632
918,,0.8006538793765581
919,,0.04855171059819367
920,,0.0
921,,0.748165476190476
922,,0.012632015236538244
923,,0.0
924,,0.41055889665889633
925,,0.00047483766233766234
926,,0.02324462288867089
927,,0.0024361111111111107
928,,0.05115108823182944
929,,0.011717715363783443
930,,0.07508148783350321
931,,0.3200583333333333
932,,0.0
933,,0.4462095238095235
934,,0.45790763211342095
935,,0.0
936,,0.0006166666666666667
937,,0.059317702389853795
938,,0.4022142857142857
939,,0.0636586874789819
940,,0.001114871900591967
941,,0.0
942,,0.00010526315789473683
943,,0.0
944,,0.0
945,,0.253
946,,0.11373905657036783
947,,0.0027125935784404615
948,,0.03593353462171712
949,,0.0
950,,0.14026971272602157
951,,0.0
952,,0.0
953,,0.14258119919296408
954,,0.0003608629603012638
955,,0.11394500892952009
956,,0.04126853470912494
957,,0.9326666666666668
958,,0.0003514058355437666
959,,0.08990129403417838
960,,0.044916700404858304
961,,0.011717715363783443
962,,0.0
963,,0.14038092268786806
964,,0.08939735954365033
965,,0.001
966,,0.05115108823182944
967,,0.0
968,,0.0183
969,,0.07557470441267373
970,,0.07827858222497186
971,,0.18303353923853904
972,,0.6098511904761904
973,,0.22279959365205806
974,,0.631
975,,0.08416577712586648
976,,0.011717715363783443
977,,0.09878297758423098
978,,0.0
979,,0.0
980,,0.09263242050575543
981,,0.11394500892952009
982,,0.7328667748917748
983,,0.018916984130808962
984,,0.1625468753468753
985,,0.1594846105482183
986,,0.0659082021300027
987,,0.0
988,,0.09744852434548942
989,,0.000617037037037037
990,,0.07401646485456628
991,,0.005980891330891331
992,,0.0
993,,0.33188419635919597
994,,0.0005454545454545454
995,,0.19073836440832911
996,,0.04978338874487098
997,,0.05978063986004556
998,,0.00017045361247947454
999,,0.05917682750397057
1000,,0.0
1001,,0.5273427489177491
1002,,0.009918166597382814
1003,,0.06970965870989015
1004,,0.12771751394030834
1005,,0.1019860253909574
1006,,0.0
1007,,0.16206886677521415
1008,,0.0
1009,,0.15733333333333333
1010,,0.07401646485456628
1011,,0.07606606872278535
1012,,0.018916984130808962
1013,,0.11376712800522905
1014,,0.07401646485456628
1015,,0.13024920634920634
1016,,0.0021000000000000003
1017,,0.46734047619047614
1018,,0.2528455599490983
1019,,0.00138507448433919
1020,,0.06924635609488551
1021,,0.3327336288711289
1022,,0.05117692382955461
1023,,0.10859121380855158
1024,,0.08922105718069369
1025,,0.04691548002362141
1026,,0.018909879346972094
1027,,0.0
1028,,0.06846258553537965
1029,,0.012450000000000001
1030,,0.039367990460699144
1031,,0.07779914949109791
1032,,0.011717715363783443
1033,,0.06970965870989015
1034,,0.24959722222222208
1035,,0.0
1036,,0.03593353462171712
1037,,0.1273177432561085
1038,,0.10528262167127558
1039,,0.0804375545397681
1040,,0.9705269423558897
1041,,0.0
1042,,0.08542023941197449
1043,,0.2458642857142857
1044,,0.41975
1045,,0.22033928461029884
1046,,0.039242454329736165
1047,,0.12721666666666667
1048,,0.03593353462171712
1049,,0.01702151875901876
1050,,0.14056981074481067
1051,,0.034632895710530014
1052,,0.7967927743438192
1053,,0.034632895710530014
1054,,0.004146256876549966
1055,,0.07721327853834402
1056,,0.20255266400266372
1057,,0.0
1058,,0.021157628481318656
1059,,0.04743959876345303
1060,,0.036993136379128294
1061,,0.11394500892952009
1062,,0.2458642857142857
1063,,0.0866408930938343
1064,,0.0
1065,,0.3915
1066,,0.04691548002362141
1067,,0.5007085858585859
1068,,0.08990129403417838
1069,,0.0
1070,,0.0
1071,,0.04743959876345303
1072,,0.09171663219653049
1073,,0.06905704295704297
1074,,0.0003
1075,,0.0051493378985322715
1076,,0.053463154009582445
1077,,0.09926184729607203
1078,,0.2456460678210679
1079,,0.0018980031024502944
1080,,0.1273177432561085
1081,,0.0
1082,,0.047720851370851386
1083,,0.09707938727938731
1084,,0.14144053577141832
1085,,0.07696764503717791
1086,,0.0
1087,,0.025342507097762767
1088,,0.10370207255764535
1089,,0.034715887006877416
1090,,0.006125
1091,,0.046507033675625815
1092,,0.03637038905574273
1093,,0.039242454329736165
1094,,0.16576380139221947
1095,,0.06013683724830513
1096,,0.0003514058355437666
1097,,0.051625
1098,,0.13370015467426324
1099,,0.1388755150200944
1100,,0.0008852564102564102
1101,,0.0666691597954254
1102,,0.7185808663558664
1103,,0.06190503247503575
1104,,0.2701300334249072
1105,,0.5371214285714286
1106,,0.08416577712586648
1107,,0.01184709066113799
1108,,0.0001738095238095238
1109,,0.0
1110,,0.003341501976284585
1111,,0.045566682587620824
1112,,0.09309501024263299
1113,,0.07401646485456628
1114,,0.09908304983431139
1115,,0.07401646485456628
1116,,0.05036502799074567
1117,,0.3023957625707626
1118,,0.07602602339945846
1119,,0.13579472588448702
1120,,0.0
1121,,0.08758524168359094
1122,,0.08992237762461884
1123,,0.0
1124,,0.027073789674106938
1125,,0.0
1126,,0.11166648031073947
1127,,0.12263530828067794
1128,,0.012632015236538244
1129,,0.0
1130,,0.08715450485364927
1131,,0.0847230211237762
1132,,0.039242454329736165
1133,,0.0
1134,,0.2153261640320469
1135,,0.24227770372901944
1136,,0.07525
1137,,0.08021837058150859
1138,,0.10177514915931392
1139,,0.07401646485456628
1140,,0.2810026352131283
1141,,0.018916984130808962
1142,,0.07503520720878909
1143,,0.1817730158730156
1144,,0.11713571428571433
1145,,0.07246204351663842
1146,,0.08939735954365033
1147,,0.04956409835265757
1148,,0.07050555555555553
1149,,0.4732586253369273
1150,,0.0
1151,,5.434782608695652e-05
1152,,0.04855171059819367
1153,,0.0
1154,,0.04195224231910879
1155,,0.046507033675625815
1156,,0.715855587678015
1157,,0.06502660667066508
1158,,0.004011111111111111
1159,,0.0
1160,,0.06706909287088092
1161,,0.07508148783350321
1162,,0.17439952153037294
1163,,0.0827938134848472
1164,,0.0
1165,,0.2528455599490983
1166,,0.04367434151716468
1167,,0.051445804485779845
1168,,0.011
1169,,0.08324682539682544
1170,,0.2589135864135863
1171,,0.0
1172,,0.10044249328243163
1173,,0.086
1174,,0.6592896825396825
1175,,0.051445804485779845
1176,,0.04344616617897069
1177,,0.04855171059819367
1178,,0.04956409835265757
1179,,0.7795594549241608
1180,,0.08416577712586648
1181,,0.044916700404858304
1182,,0.1741587824620424
1183,,0.1695356652334593
1184,,0.21419999179350105
1185,,0.33295947385947344
1186,,0.12381334996683992
1187,,0.06734666072312828
1188,,0.09097103114034263
1189,,0.03370841086704737
1190,,0.0036666666666666666
1191,,0.00494691503732169
1192,,0.0
1193,,0.015635317460317457
1194,,0.15490986165828668
1195,,0.2590300506785711
1196,,0.0
1197,,0.003167374292374292
1198,,0.011717715363783443
1199,,0.12451132917923155
1200,,0.0
1201,,0.18991115861703817
1202,,0.07187529736309979
1203,,0.0
1204,,0.07721327853834402
1205,,0.04344616617897069
1206,,0.17172837579087594
1207,,0.11885238095238097
1208,,0.19182291343766195
1209,,0.01986193059343552
1210,,0.09878297758423098
1211,,0.016092796092796093
1212,,0.03661417006542354
1213,,0.06483833280009048
1214,,0.10456083136499052
1215,,0.023641213829171507
1216,,0.0014312663567002011
1217,,0.018916984130808962
1218,,0.002752169805982237
1219,,0.0
1220,,0.034715887006877416
1221,,0.061989281632306034
1222,,0.000125
1223,,0.04344616617897069
1224,,0.0015326606400135811
1225,,0.751106319377192
1226,,0.16622258297258308
1227,,0.20893611111111113
